plant_name,country,state_or_region,continent,native_status,cultivation_status,climate_zone,best_growing_season,best_growing_months,temperature_min,temperature_max,annual_rainfall_min,annual_rainfall_max,humidity_min,humidity_max,altitude_min,altitude_max,soil_suitability,water_availability,sunlight_condition,frost_tolerance,heat_tolerance,drought_tolerance,salinity_tolerance,wind_tolerance,common_growing_method,commercial_production,remarks,,
Tulsi,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,65,85,300,900,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Herbal Garden,Yes,Cultivated for culinary and medicinal use.,,
Tulsi,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Herbal Farm,Yes,Grown in tropical herbal plantations.,,
Tulsi,United States,Florida,North America,No,Commercial,Subtropical,Spring,March-October,18,32,1000,1600,60,80,0,100,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Herbal Garden,Yes,Cultivated in warm regions for herbal products.,,
Brahmi,India,Tamil Nadu,Asia,Yes,Commercial,Tropical,Year-round,January-December,20,35,800,1500,60,90,0,600,Moist Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Herbal Farm,Yes,Widely cultivated for Ayurvedic medicine.,,
Brahmi,India,Kerala,Asia,Yes,Commercial,Tropical,Year-round,January-December,22,34,1800,3000,70,95,0,500,Moist Laterite Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Wetland Cultivation,Yes,Thrives in marshy and humid regions.,,
Brahmi,India,Karnataka,Asia,Yes,Commercial,Tropical,Year-round,January-December,20,34,700,1200,60,85,500,900,Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Herbal Garden,Yes,Commonly grown in medicinal plant farms.,,
Brahmi,India,Uttar Pradesh,Asia,Yes,Commercial,Subtropical,Spring,March-October,15,32,700,1100,55,80,0,400,Alluvial Loam,High,Full Sun,Medium,Medium,Low,Low,Medium,Field,Yes,Cultivated for herbal pharmaceutical use.,,
Brahmi,Nepal,Lumbini,Asia,Yes,Commercial,Subtropical,Spring,March-September,15,28,1000,1800,60,85,100,800,Moist Loamy Soil,High,Partial Shade,Medium,Low,Low,Low,Medium,Herbal Garden,Yes,Grown in moist lowland areas.,,
Brahmi,Sri Lanka,Western Province,Asia,Yes,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,75,90,0,300,Wet Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Herbal Farm,Yes,Traditional medicinal herb.,,
Brahmi,Bangladesh,Dhaka,Asia,Yes,Commercial,Tropical,Year-round,January-December,22,34,1500,2500,70,90,0,300,Alluvial Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Wetland Farm,Yes,Commonly found near ponds and wetlands.,,
Brahmi,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1200,1800,65,85,300,900,Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Herbal Garden,Yes,Cultivated for medicinal extracts.,,
Brahmi,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,95,0,1000,Volcanic Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Herbal Plantation,Yes,Grows well in humid tropical conditions.,,
Brahmi,Australia,Queensland,Oceania,No,Commercial,Subtropical,Spring,September-April,18,30,800,1500,60,80,0,500,Moist Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Herbal Garden,Yes,Cultivated in warm, moist environments.,
Moon Cactus,Paraguay,Boquerón,South America,Yes,Commercial,Subtropical,Year-round,January-December,18,35,400,900,40,65,100,800,Well-drained Sandy Soil,Low,Full Sun,Low,High,High,Medium,Medium,Greenhouse,Yes,Native Gymnocalycium species originate from Paraguay.,,
Moon Cactus,Brazil,Mato Grosso do Sul,South America,Yes,Commercial,Tropical,Year-round,January-December,20,35,600,1200,45,70,100,700,Sandy Loam,Low,Full Sun,Low,High,High,Medium,Medium,Nursery,Yes,Cultivated mainly as an ornamental cactus.,,
Moon Cactus,Argentina,Córdoba,South America,Yes,Commercial,Subtropical,Spring,September-April,15,32,500,900,40,65,300,1000,Rocky Sandy Soil,Low,Full Sun,Medium,High,High,Low,Medium,Nursery,Yes,Native habitat of several Gymnocalycium species.,,
Moon Cactus,Japan,Saitama,Asia,No,Commercial,Temperate,Year-round,January-December,18,30,1200,1600,55,75,0,200,Well-drained Potting Mix,Low,Bright Indirect Light,Low,Medium,Medium,Low,Low,Greenhouse,Yes,Popular ornamental houseplant produced by grafting.,,
Moon Cactus,South Korea,Gyeonggi,Asia,No,Commercial,Temperate,Year-round,January-December,18,28,1000,1500,55,75,0,300,Cactus Potting Mix,Low,Bright Indirect Light,Low,Medium,Medium,Low,Low,Greenhouse,Yes,Commercial greenhouse production.,,
Moon Cactus,Thailand,Bangkok,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1200,1800,60,80,0,200,Sandy Potting Mix,Low,Bright Indirect Light,Low,High,Medium,Low,Low,Nursery,Yes,Large ornamental cactus industry.,,
Moon Cactus,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,600,1200,50,75,0,500,Well-drained Cactus Mix,Low,Bright Indirect Light,Low,High,Medium,Low,Low,Nursery,Yes,Common ornamental indoor cactus.,,
Moon Cactus,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,700,1200,50,75,500,900,Cactus Potting Mix,Low,Bright Indirect Light,Low,High,Medium,Low,Low,Greenhouse,Yes,Sold widely in garden centers.,,
Moon Cactus,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,18,32,700,1200,50,70,0,500,Sandy Potting Mix,Low,Bright Indirect Light,Low,Medium,High,Low,Low,Nursery,Yes,Grown as a decorative potted cactus.,,
Moon Cactus,United States,California,North America,No,Commercial,Mediterranean,Year-round,January-December,18,30,300,700,45,70,0,600,Cactus Potting Mix,Low,Bright Indirect Light,Low,Medium,High,Low,Low,Greenhouse,Yes,Popular ornamental succulent in nurseries.,,
Opuntia Prickly Pear,Mexico,Zacatecas,North America,Yes,Commercial,Arid,Year-round,January-December,18,38,200,600,30,60,1000,2200,Well-drained Sandy Soil,Low,Full Sun,Medium,High,High,High,High,Field,Yes,Mexico is the native center and largest producer of prickly pear.,,
Opuntia Prickly Pear,Mexico,Puebla,North America,Yes,Commercial,Semi-arid,Year-round,January-December,16,35,300,700,35,60,1500,2500,Rocky Sandy Loam,Low,Full Sun,Medium,High,High,High,High,Plantation,Yes,Extensively cultivated for fruits and edible pads.,,
Opuntia Prickly Pear,Italy,Sicily,Europe,No,Commercial,Mediterranean,Summer,June-September,15,34,300,700,40,65,0,900,Well-drained Loamy Soil,Low,Full Sun,Medium,High,High,Medium,Medium,Orchard,Yes,Sicily is famous for commercial prickly pear production.,,
Opuntia Prickly Pear,Spain,Andalusia,Europe,No,Commercial,Mediterranean,Summer,June-September,14,35,250,600,35,60,0,800,Sandy Loam,Low,Full Sun,Medium,High,High,Medium,Medium,Field,Yes,Commonly grown in dry Mediterranean regions.,,
Opuntia Prickly Pear,India,Rajasthan,Asia,No,Commercial,Arid,Year-round,January-December,18,42,150,500,25,50,100,700,Sandy Desert Soil,Low,Full Sun,Low,High,High,High,High,Field,Yes,Cultivated in drought-prone areas.,,
Opuntia Prickly Pear,India,Gujarat,Asia,No,Commercial,Semi-arid,Year-round,January-December,20,40,300,700,30,55,0,500,Sandy Loam,Low,Full Sun,Low,High,High,Medium,High,Field,Yes,Grown for fodder and fruit production.,,
Opuntia Prickly Pear,United States,California,North America,No,Commercial,Mediterranean,Year-round,January-December,15,36,200,600,35,60,0,1200,Well-drained Sandy Soil,Low,Full Sun,Medium,High,High,Medium,Medium,Plantation,Yes,Widely cultivated in southern California.,,
Opuntia Prickly Pear,South Africa,Western Cape,Africa,No,Commercial,Mediterranean,Summer,November-March,15,34,250,600,35,60,0,900,Sandy Loam,Low,Full Sun,Medium,High,High,Medium,Medium,Field,Yes,Cultivated for fruit and livestock feed.,,
Opuntia Prickly Pear,Australia,Queensland,Oceania,No,Naturalized,Subtropical,Year-round,January-December,18,36,300,700,35,60,0,700,Rocky Sandy Soil,Low,Full Sun,Low,High,High,High,High,Field,Limited,Naturalized in dry inland regions.,,
Opuntia Prickly Pear,Chile,Coquimbo,South America,No,Commercial,Semi-arid,Summer,December-March,16,32,100,400,30,55,0,1200,Well-drained Sandy Soil,Low,Full Sun,Medium,High,High,Medium,Medium,Orchard,Yes,Commercial cultivation for fresh fruit and processed products.,,
Papaya,India,Andhra Pradesh,Asia,No,Commercial,Tropical,Year-round,January-December,22,35,800,1500,60,85,0,800,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,One of India's leading papaya-producing states.,,
Papaya,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,700,1200,55,80,0,600,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Widely cultivated for fresh fruit production.,,
Papaya,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,700,1200,55,80,500,900,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Commercial cultivation is common.,,
Papaya,Brazil,Bahia,South America,No,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,65,85,0,800,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Brazil is one of the world's largest papaya producers.,,
Papaya,Mexico,Veracruz,North America,Yes,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,65,85,0,600,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Native region and major producer of papaya.,,
Papaya,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,70,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Thrives in humid tropical regions.,,
Papaya,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1200,1800,65,85,300,900,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Major commercial fruit crop.,,
Papaya,Philippines,Davao,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,800,Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Produces papaya for domestic and export markets.,,
Papaya,Nigeria,Oyo,Africa,No,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,60,85,0,700,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Common tropical fruit crop across southern Nigeria.,,
Papaya,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,20,32,800,1500,60,80,0,500,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial production is concentrated in Queensland.,,
Pomegranate,India,Maharashtra,Asia,No,Commercial,Tropical,Winter,September-February,18,38,500,1000,40,70,500,900,Well-drained Loamy,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Maharashtra is India's largest pomegranate-producing state.,,
Pomegranate,India,Karnataka,Asia,No,Commercial,Tropical,Winter,September-February,18,36,500,900,40,70,500,900,Red Loamy Soil,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Commercial cultivation is widespread.,,
Pomegranate,India,Gujarat,Asia,No,Commercial,Semi-arid,Winter,September-February,18,38,400,800,35,65,0,500,Sandy Loam,Low,Full Sun,Medium,High,High,Medium,Medium,Field,Yes,Thrives in dry climatic conditions.,,
Pomegranate,Iran,Fars,Asia,Yes,Commercial,Arid,Autumn,August-November,15,35,250,600,30,60,500,1500,Well-drained Sandy Loam,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Iran is one of the native regions and a major producer.,,
Pomegranate,Turkey,Antalya,Asia,No,Commercial,Mediterranean,Autumn,September-November,15,34,500,1000,40,65,0,800,Loamy Soil,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Important commercial fruit crop.,,
Pomegranate,Spain,Andalusia,Europe,No,Commercial,Mediterranean,Autumn,September-November,14,34,300,700,35,60,0,700,Sandy Loam,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Grown extensively in southern Spain.,,
Pomegranate,United States,California,North America,No,Commercial,Mediterranean,Autumn,September-November,15,35,250,600,35,60,0,900,Well-drained Loamy,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,California leads U.S. production.,,
Pomegranate,Israel,Northern District,Asia,No,Commercial,Mediterranean,Autumn,September-November,16,34,400,700,40,65,0,600,Loamy Soil,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Produces high-quality export fruits.,,
Pomegranate,South Africa,Western Cape,Africa,No,Commercial,Mediterranean,Autumn,February-May,15,33,300,700,35,60,0,800,Sandy Loam,Low,Full Sun,Medium,High,High,Low,Medium,Plantation,Yes,Commercial cultivation is increasing.,,
Pomegranate,Australia,South Australia,Oceania,No,Commercial,Mediterranean,Autumn,March-May,15,34,250,600,35,60,0,600,Well-drained Loamy,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Grown commercially in warm temperate regions.,,
Guava,India,Uttar Pradesh,Asia,No,Commercial,Subtropical,Year-round,January-December,18,35,700,1200,50,80,0,300,Alluvial Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Uttar Pradesh is India's leading guava-producing state.,,
Guava,India,Bihar,Asia,No,Commercial,Subtropical,Year-round,January-December,18,35,800,1200,50,80,0,200,Alluvial Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Guava is widely cultivated for commercial fruit production.,,
Guava,India,Maharashtra,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,600,1000,45,75,0,600,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Major producer supplying domestic markets.,,
Guava,Brazil,São Paulo,South America,Yes,Commercial,Tropical,Year-round,January-December,20,34,1000,1800,60,85,0,800,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Brazil is one of the native regions of guava.,,
Guava,Mexico,Veracruz,North America,Yes,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,65,85,0,600,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Native range and important commercial crop.,,
Guava,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1200,1800,65,85,300,900,Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Popular fruit crop across Thailand.,,
Guava,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,70,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Thrives in humid tropical climates.,,
Guava,Philippines,Luzon,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,800,Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Widely cultivated for local consumption and export.,,
Guava,South Africa,Limpopo,Africa,No,Commercial,Subtropical,Year-round,January-December,18,32,600,1000,50,75,0,700,Well-drained Loamy,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial cultivation is expanding.,,
Guava,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,18,32,800,1500,55,80,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Grown commercially in tropical and subtropical regions.,,
Jackfruit,India,Kerala,Asia,Yes,Commercial,Tropical,Summer,March-June,22,35,1500,3000,70,90,0,900,Well-drained Laterite Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Kerala is one of the major jackfruit-producing states.,,
Jackfruit,India,Tamil Nadu,Asia,Yes,Commercial,Tropical,Summer,March-June,22,36,800,1500,60,85,0,800,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Widely cultivated in home gardens and orchards.,,
Jackfruit,India,Karnataka,Asia,Yes,Commercial,Tropical,Summer,March-June,20,35,700,1500,60,85,500,900,Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Commercial cultivation is common in southern districts.,,
Jackfruit,Bangladesh,Dhaka,Asia,Yes,Commercial,Tropical,Summer,April-July,22,34,1500,2500,70,90,0,300,Alluvial Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Jackfruit is the national fruit of Bangladesh.,,
Jackfruit,Sri Lanka,Central Province,Asia,Yes,Commercial,Tropical,Summer,March-June,22,33,1800,2500,75,90,300,1200,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Widely grown for local consumption.,,
Jackfruit,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Summer,March-June,22,34,1200,1800,65,85,300,900,Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Major commercial fruit crop.,,
Jackfruit,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Thrives in humid tropical climates.,,
Jackfruit,Malaysia,Johor,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,2000,3000,75,90,0,800,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Commercial production for domestic and export markets.,,
Jackfruit,Philippines,Mindanao,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,700,Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Widely cultivated throughout the islands.,,
Jackfruit,Australia,Queensland,Oceania,No,Commercial,Subtropical,Summer,December-March,20,32,1000,1800,60,80,0,500,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial cultivation is concentrated in tropical Queensland.,,
Banana,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,1000,2500,60,90,0,600,Well-drained Loamy,High,Full Sun,Low,High,Low,Low,Medium,Plantation,Yes,Tamil Nadu is one of India's largest banana-producing states.,,
Banana,India,Maharashtra,Asia,No,Commercial,Tropical,Year-round,January-December,20,38,700,1500,55,85,0,700,Deep Black Soil,High,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Major producer of Cavendish bananas.,,
Banana,India,Gujarat,Asia,No,Commercial,Tropical,Year-round,January-December,20,38,600,1200,50,80,0,500,Alluvial Loam,High,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Large-scale commercial cultivation using drip irrigation.,,
Banana,Ecuador,Los Ríos,South America,No,Commercial,Tropical,Year-round,January-December,22,34,1200,2500,70,90,0,500,Fertile Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Ecuador is the world's leading banana exporter.,,
Banana,Philippines,Davao,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,70,90,0,800,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Major producer for export markets.,,
Banana,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Widely cultivated across Java and Sumatra.,,
Banana,Brazil,São Paulo,South America,No,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,65,85,0,900,Red Loamy Soil,High,Full Sun,Low,High,Low,Low,Medium,Plantation,Yes,Important commercial fruit crop.,,
Banana,Costa Rica,Limón,North America,No,Commercial,Tropical,Year-round,January-December,22,33,2000,3500,75,95,0,300,Rich Alluvial Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Produces bananas mainly for export.,,
Banana,Uganda,Central Region,Africa,No,Commercial,Tropical,Year-round,January-December,20,30,1000,1800,60,85,900,1500,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Small Farm,Yes,Uganda has one of the highest banana consumption rates.,,
Banana,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,20,32,1200,2500,60,85,0,600,Well-drained Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Queensland dominates Australian banana production.,,
Coconut,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,35,1500,3000,70,90,0,600,Well-drained Sandy Loam,High,Full Sun,Low,High,Medium,Medium,High,Plantation,Yes,Kerala is India's leading coconut-producing state.,,
Coconut,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,800,1800,65,90,0,500,Coastal Sandy Soil,High,Full Sun,Low,High,Medium,High,High,Plantation,Yes,Major commercial coconut-growing region.,,
Coconut,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,22,35,1000,2500,65,90,300,900,Red Loamy Soil,High,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Large-scale cultivation for copra and coconut oil.,,
Coconut,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,24,33,1800,3000,75,95,0,800,Volcanic Loam,High,Full Sun,Low,Medium,Low,Medium,High,Plantation,Yes,Indonesia is one of the world's largest coconut producers.,,
Coconut,Philippines,Davao,Asia,No,Commercial,Tropical,Year-round,January-December,24,33,1800,3000,75,95,0,600,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Medium,High,Plantation,Yes,Major exporter of coconut products.,,
Coconut,Sri Lanka,Western Province,Asia,No,Commercial,Tropical,Year-round,January-December,24,32,1500,2500,70,90,0,300,Coastal Sandy Loam,High,Full Sun,Low,Medium,Low,High,High,Plantation,Yes,Coconut is an important commercial plantation crop.,,
Coconut,Brazil,Bahia,South America,No,Commercial,Tropical,Year-round,January-December,23,34,1200,2200,70,90,0,500,Sandy Coastal Soil,High,Full Sun,Low,High,Low,High,High,Plantation,Yes,Large coconut plantations along the coast.,,
Coconut,Thailand,Surat Thani,Asia,No,Commercial,Tropical,Year-round,January-December,24,33,1400,2500,70,90,0,300,Loamy Soil,High,Full Sun,Low,Medium,Low,Medium,Medium,Plantation,Yes,Famous for aromatic coconut varieties.,,
Coconut,Vietnam,Ben Tre,Asia,No,Commercial,Tropical,Year-round,January-December,24,33,1400,2200,70,90,0,200,Alluvial Soil,High,Full Sun,Low,Medium,Low,Medium,Medium,Plantation,Yes,Ben Tre is Vietnam's coconut capital.,,
Coconut,Australia,Queensland,Oceania,No,Commercial,Tropical,Year-round,January-December,22,32,1200,2500,65,85,0,200,Coastal Sandy Soil,High,Full Sun,Low,Medium,Low,High,High,Plantation,Yes,Commercial cultivation is concentrated in tropical coastal areas.,,
Pineapple,Brazil,Pará,South America,Yes,Commercial,Tropical,Year-round,January-December,22,34,1200,2500,65,90,0,600,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Brazil is one of the native regions and a major producer.,,
Pineapple,Costa Rica,Alajuela,North America,No,Commercial,Tropical,Year-round,January-December,22,32,1500,3000,70,90,0,800,Volcanic Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Costa Rica is the world's largest pineapple exporter.,,
Pineapple,Philippines,Bukidnon,Asia,No,Commercial,Tropical,Year-round,January-December,22,33,1800,3000,70,90,300,900,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Large commercial plantations supply export markets.,,
Pineapple,India,Assam,Asia,No,Commercial,Tropical,Monsoon,May-September,20,32,1500,3000,70,90,50,1000,Acidic Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Field,Yes,Major pineapple-growing region in Northeast India.,,
Pineapple,India,Tripura,Asia,No,Commercial,Tropical,Monsoon,May-September,20,32,1800,3000,70,90,50,800,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Produces the famous Queen variety.,,
Pineapple,Thailand,Prachuap Khiri Khan,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1200,2200,65,85,0,500,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Thailand is a major exporter of canned pineapple.,,
Pineapple,Indonesia,Lampung,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,70,90,0,600,Volcanic Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Large-scale commercial cultivation for processing industries.,,
Pineapple,Nigeria,Cross River,Africa,No,Commercial,Tropical,Year-round,January-December,22,33,1500,2500,65,85,0,500,Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Field,Yes,One of the major fruit crops in southern Nigeria.,,
Pineapple,Kenya,Kiambu,Africa,No,Commercial,Tropical,Year-round,January-December,18,30,900,1800,60,80,1200,1800,Well-drained Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Commercial production for domestic and export markets.,,
Pineapple,Australia,Queensland,Oceania,No,Commercial,Subtropical,Summer,December-March,20,30,1000,1800,60,80,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Commercial cultivation is concentrated in tropical Queensland.,,
Sapota,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,22,35,800,1500,60,85,500,900,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Karnataka is one of India's leading sapota-producing states.,,
Sapota,India,Gujarat,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,600,1200,55,80,0,500,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Large-scale commercial cultivation in southern Gujarat.,,
Sapota,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,700,1400,60,85,0,600,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Widely cultivated in home gardens and orchards.,,
Sapota,Mexico,Yucatán,North America,Yes,Commercial,Tropical,Year-round,January-December,22,34,1000,2000,65,90,0,500,Well-drained Limestone Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Native region of sapota with traditional cultivation.,,
Sapota,Belize,Cayo,North America,Yes,Commercial,Tropical,Year-round,January-December,22,33,1200,2500,70,90,0,400,Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commonly grown in tropical lowlands.,,
Sapota,Thailand,Chanthaburi,Asia,No,Commercial,Tropical,Year-round,January-December,23,34,1200,2000,65,85,0,300,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Cultivated as a tropical fruit crop.,,
Sapota,Philippines,Luzon,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,600,Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Popular tropical fruit in home gardens and farms.,,
Sapota,Sri Lanka,Western Province,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,300,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation for local markets.,,
Sapota,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,800,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Plantation,Yes,Grown extensively in tropical plantations.,,
